id,price
0,58.63849363644599
1,115.02321014529187
2,64.50717801890625
3,214.41870122103072
4,244.10916472417887
5,90.53628748280067
6,68.01873982512754
7,26.174506850634792
8,106.38725233197655
9,66.64515654233512
10,57.55712851678306
11,149.5154624430753
12,60.9992315427061
13,194.4628004764482
14,97.93402096357514
15,495.9750798143509
16,75.26327129636431
17,53.522756775649334
18,91.4672568410191
19,63.791594587127925
20,43.79116451178269
21,56.18127894576218
22,68.96450932916107
23,77.12135563159242
24,65.63153023067164
25,41.49432773934827
26,49.02132996824483
27,65.15119262394978
28,37.922887040115896
29,25.651022973833463
30,149.66063266303792
31,237.88404013937463
32,120.13713119720674
33,49.27849541321877
34,45.86776186027457
35,151.44288627892502
36,82.42111931986062
37,83.82530889976033
38,127.73338423491006
39,112.07425244034701
40,41.99111603841663
41,92.38683101344114
42,51.45692154905955
43,59.115745034369276
44,132.49728305741883
45,47.2418735751029
46,47.071663053587606
47,57.51828491087739
48,53.28710146502734
49,55.4645469901212
50,79.97678229159726
51,299.43457924547135
52,45.000442528316256
53,78.33512930915111
54,42.687636892030625
55,66.44169397027335
56,166.03752260436937
57,71.84929873385843
58,55.4722271879329
59,63.57693968899127
60,100.91797827414345
61,48.86222345072979
62,65.300855958764
63,100.2366978388483
64,139.558315537262
65,356.5466857878425
66,31.67036146695598
67,49.71626514434342
68,58.922241354730076
69,384.09862888100395
70,101.55142796359797
71,129.76792595369798
72,48.935874616258296
73,316.6786722600141
74,65.74670769816575
75,329.0282731794276
76,70.20701951954686
77,104.46024935510803
78,172.2246416127993
79,58.407408474906795
80,215.025209553489
81,29.236398526493097
82,40.85380949152401
83,314.980096197247
84,243.36831527111167
85,43.03964805308555
86,60.65575142857068
87,57.23037511604716
88,91.21161380108003
89,62.787875771957424
90,42.206798402580446
91,63.72062071500987
92,58.49920790966069
93,43.09352225805952
94,57.41363185367982
95,77.912445697105
96,324.23113241690817
97,70.51284566457943
98,60.046556144506795
99,69.3089481150578
100,64.7700699694401
101,379.8074313708103
102,67.65337557061804
103,138.54086164933562
104,53.17109291200602
105,70.68283861882605
106,47.2418735751029
107,71.87648169751168
108,54.98691154216424
109,66.03899123588866
110,49.34658358575815
111,81.65375072382588
112,55.28463402140318
113,71.82704509973681
114,130.07466055690375
115,162.0832947013543
116,448.08415469101686
117,68.01873982512754
118,44.904387661347776
119,235.0879558880202
120,67.67125315711357
121,76.93705044677782
122,244.60343057093246
123,81.39188811401598
124,44.09711293864771
125,46.40611465582759
126,62.797954818741694
127,99.12378976249002
128,151.31421742325688
129,51.23909931662691
130,66.54247927012833
131,362.1802257018387
132,78.01265573063421
133,42.973917339060506
134,207.19060382665126
135,171.10909153838568
136,125.48289904952782
137,220.68329553663898
138,30.107627507631918
139,53.808351570906815
140,46.03194019457178
141,485.9664050385167
142,437.5137818017044
143,62.02009259219859
144,162.06612834329238
145,93.87836768578998
146,81.39917950452664
147,73.20815155615344
148,113.1391388157138
149,296.3300880811146
150,70.66801363908223
151,102.27467350041681
152,96.06469543173907
153,110.31154877244754
154,35.68053982434686
155,54.57709004476842
156,70.18745551263132
157,61.7817986285656
158,53.94279346099492
159,129.17612572046005
160,54.60868073692209
161,68.94537318548387
