id,price
0,56.22464484126985
1,106.5625
2,55.75529047619048
3,129.08
4,225.355
5,63.71503333333329
6,66.15297943722948
7,37.03972164349537
8,104.63287083333333
9,55.76333333333334
10,50.47759523809525
11,112.5807
12,65.19527523809523
13,215.8965
14,117.46291309523815
15,272.12416666666667
16,91.02784999999977
17,52.46268333333333
18,81.0314261904762
19,48.73284048867797
20,35.33359166666666
21,65.75876752736639
22,81.74564235764238
23,67.220251984127
24,59.36993928571429
25,36.62448333333345
26,40.82760833333333
27,51.95756833333333
28,28.214850000000038
29,52.71
30,183.56970238095238
31,251.5325
32,100.1675666666667
33,48.26767083333336
34,47.790435357142854
35,120.35117063492062
36,92.67166666666668
37,101.5678916666667
38,112.89625
39,80.2885200396825
40,33.908833333333334
41,118.91309003496508
42,50.950496756021764
43,50.72886666666666
44,113.68514103174604
45,44.59130009712512
46,43.91323333333333
47,60.525210119047635
48,54.34666666666667
49,49.706833333333286
50,65.04568333333333
51,126.678125
52,37.63470916666652
53,80.30036666666668
54,42.50009999999995
55,69.53095000000003
56,155.50225
57,66.44282499999997
58,42.55
59,53.492783333333385
60,64.70040369047621
61,45.029524999999985
62,65.16290000000005
63,100.34535714285714
64,149.80875
65,502.39674603174586
66,28.96940833333333
67,69.80623214285708
68,50.429750000000006
69,170.16125
70,102.84212500000014
71,108.29
72,46.30949848484849
73,243.81083333333333
74,62.55132679820177
75,215.84295940170938
76,76.71972500000004
77,117.87832500000005
78,197.91419321867488
79,54.33005
80,241.66
81,31.22044720238097
82,43.292601190476205
83,229.44416666666672
84,236.705
85,49.205
86,71.983971969697
87,69.73535999999999
88,108.20085833333339
89,53.414449166666664
90,38.92010416666666
91,64.61938749999997
92,53.624587460941875
93,52.16638238095237
94,57.06787666666663
95,63.634699999999974
96,231.245
97,117.25499999999998
98,69.00626143994891
99,58.00099034992784
100,55.57069833333331
101,198.1738888888889
102,73.64288333333333
103,187.77013333333332
104,54.03276666666664
105,57.65309286796534
106,44.59130009712512
107,58.31289603174601
108,49.202709920634916
109,65.28366887973135
110,54.927307142857146
111,101.74719166666671
